,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100,m101,m102,m103,m104,m105,m106,m107,m108,m109,m110,m111,m112,m113,m114,m115,m116,m117,m118,m119,m120,m121,m122,m123,m124,m125,m126,m127,label
0,0.024152394384145737,0.10383728891611099,0.05219707638025284,0.029449064284563065,-0.13799814879894257,-0.018100876361131668,-0.03767481818795204,-0.18267793953418732,0.11152008175849915,-0.05970768257975578,0.28700128197669983,-0.09722749143838882,-0.23335757851600647,-0.09283991903066635,0.03703846037387848,0.11428840458393097,-0.16162291169166565,-0.13116905093193054,-0.05050964653491974,-0.10684841126203537,0.09876169264316559,0.059765223413705826,0.00614102091640234,-0.02876853756606579,-0.11964379251003265,-0.28981709480285645,-0.08124038577079773,-0.11203467845916748,0.17836137115955353,-0.08328289538621902,0.02325909212231636,0.040699031203985214,-0.1975347250699997,-0.06639362871646881,0.04920618236064911,0.02516384981572628,-0.06497350335121155,-0.0713610053062439,0.17121998965740204,-0.06401829421520233,-0.19895637035369873,-0.0059651159681379795,0.03582592308521271,0.1533973217010498,0.13728564977645874,0.010110851377248764,0.052063681185245514,-0.09828981757164001,0.04239066690206528,-0.2316390424966812,0.061982136219739914,0.17221637070178986,0.06241070479154587,0.06209520623087883,0.09679876267910004,-0.14122863113880157,-0.062379393726587296,0.20164640247821808,-0.16047053039073944,0.1467265486717224,0.1343880444765091,-0.1123751625418663,-0.013096273876726627,-0.05081222206354141,0.1380487084388733,0.03156030923128128,-0.03922363743185997,-0.19293110072612762,0.1736481785774231,-0.139146089553833,-0.15130871534347534,0.15727731585502625,-0.08176261931657791,-0.14265936613082886,-0.344976544380188,0.004828736186027527,0.461071252822876,0.052607111632823944,-0.15479214489459991,-0.0037245876155793667,-0.04037957638502121,-0.004594362340867519,0.10149778425693512,0.004831462167203426,0.03021220862865448,-0.11402782797813416,-0.16583572328090668,0.020072422921657562,0.22628532350063324,-0.09456862509250641,6.520864553749561e-05,0.22176428139209747,-0.05880261957645416,0.030845165252685547,-0.01855250634253025,0.11607547104358673,-0.07554508745670319,-0.01786862313747406,-0.05694018304347992,-0.07665512710809708,0.07323286682367325,-0.06982212513685226,-0.015933169052004814,0.17084525525569916,-0.1512630432844162,0.11159168928861618,-0.03932356461882591,-0.009464776143431664,0.007347293198108673,-0.03749380260705948,-0.021245181560516357,0.014442965388298035,0.1816192865371704,-0.2732124924659729,0.22846606373786926,0.18490758538246155,0.0063125966116786,0.08217164129018784,-0.008802780881524086,0.04945176839828491,-0.018204279243946075,-0.13938406109809875,-0.23729737102985382,-0.12674970924854279,-0.04797178506851196,-0.011294323951005936,-0.09157130122184753,0.03282355144619942,Elon Musk
1,-0.050644401460886,0.04648502171039581,0.11714772880077362,-0.03293555974960327,-0.14479748904705048,0.02834942750632763,-0.025510549545288086,-0.1002698540687561,0.14706182479858398,-0.08975538611412048,0.24927814304828644,-0.07254859805107117,-0.26911234855651855,-0.0781894400715828,0.0338125005364418,0.11032122373580933,-0.11677730083465576,-0.1661805957555771,-0.05788645148277283,-0.15802837908267975,0.09928516298532486,0.06869901716709137,-0.029372651129961014,-0.04888587445020676,-0.11718906462192535,-0.368754506111145,-0.09983716905117035,-0.09704592078924179,0.14398780465126038,-0.07523732632398605,0.012397529557347298,0.06310576945543289,-0.17297059297561646,-0.11127755790948868,0.07076245546340942,0.07522314786911011,-0.085322804749012,-0.15602567791938782,0.18033474683761597,-0.04452355206012726,-0.09195666015148163,-0.05268621817231178,0.04554114490747452,0.16003917157649994,0.041803233325481415,0.04639342054724693,0.08519359678030014,-0.07820820808410645,0.10511866211891174,-0.21867793798446655,0.10624273121356964,0.18007370829582214,0.10575906187295914,0.0821441262960434,0.1578081250190735,-0.1898677498102188,0.01396168302744627,0.16940701007843018,-0.21660803258419037,0.1729508936405182,0.06702002882957458,-0.06582247465848923,-0.09952020645141602,-0.10225974023342133,0.138518288731575,0.07881789654493332,-0.047263436019420624,-0.21407325565814972,0.20803330838680267,-0.07064522802829742,-0.09972191601991653,0.12372606247663498,-0.13751590251922607,-0.14699064195156097,-0.22015701234340668,0.015859398990869522,0.461167573928833,0.0776742547750473,-0.20070885121822357,-0.004014784470200539,-0.016951365396380424,-0.04122479259967804,0.08474643528461456,0.025295693427324295,-0.014826786704361439,-0.05139815807342529,-0.11809786409139633,0.019680844619870186,0.16757945716381073,-0.013197524473071098,-0.07212135195732117,0.22552959620952606,-0.011788597330451012,0.06497715413570404,0.05096955597400665,0.05799466371536255,-0.08987563848495483,-0.018544292077422142,-0.07720071077346802,-0.09756249189376831,0.1346173733472824,-0.09048300981521606,-0.05588003993034363,0.09852709621191025,-0.11439517885446548,0.1563289761543274,-0.04176998510956764,0.042721398174762726,-0.018791519105434418,-0.0715380609035492,-0.11385484784841537,0.04463932290673256,0.20559391379356384,-0.2836195230484009,0.16479803621768951,0.17434917390346527,-0.00489767175167799,0.13705889880657196,0.04307568445801735,0.0423867404460907,0.047058433294296265,-0.12470511347055435,-0.26706916093826294,-0.13911835849285126,-0.009065262041985989,-0.01946444809436798,-0.07384511828422546,0.05021453648805618,Elon Musk
2,-0.02599027194082737,0.04633626714348793,0.09070373326539993,0.0027179757598787546,-0.16123390197753906,0.016963329166173935,-0.02511468157172203,-0.1697039157152176,0.13060154020786285,-0.08215568959712982,0.26605939865112305,-0.1351901739835739,-0.299222856760025,-0.02114751935005188,-0.00957584660500288,0.12152475118637085,-0.11252566426992416,-0.1284029334783554,0.0009835567325353622,-0.13534846901893616,0.11827559024095535,0.05315704271197319,-0.02439282089471817,-0.01636340096592903,-0.0906643196940422,-0.36181461811065674,-0.07231565564870834,-0.1080179214477539,0.11281996965408325,-0.08399712294340134,-0.01575775071978569,0.07687905430793762,-0.1826033890247345,-0.0855673998594284,0.016597747802734375,0.042925797402858734,-0.10241010785102844,-0.1185884177684784,0.16555550694465637,-0.04401063174009323,-0.17113110423088074,-0.03789028525352478,0.034415848553180695,0.16383542120456696,0.06111496686935425,0.06201145425438881,0.06146309897303581,-0.10678297281265259,0.08270727843046188,-0.1884985864162445,0.033943865448236465,0.1782987415790558,0.09307723492383957,0.04023822396993637,0.08097472041845322,-0.19000618159770966,-0.021879032254219055,0.1166532039642334,-0.20881816744804382,0.1196231096982956,0.08357062935829163,-0.08230909705162048,-0.006853865925222635,-0.0803852379322052,0.16576971113681793,0.02741149626672268,-0.028245311230421066,-0.10638175159692764,0.1798734813928604,-0.10293722152709961,-0.10365893691778183,0.08693341910839081,-0.13793158531188965,-0.2083776891231537,-0.277100533246994,0.007947636768221855,0.43111875653266907,0.04815937578678131,-0.13633617758750916,0.050704680383205414,0.010699998587369919,-0.00828737486153841,0.12080182135105133,0.05726165696978569,-0.0032431837171316147,-0.0037045152857899666,-0.11510159820318222,0.022968154400587082,0.1759442836046219,-0.1007758304476738,-0.034280549734830856,0.22803184390068054,-0.05545751750469208,0.05411674082279205,0.05472717061638832,0.10612059384584427,-0.09389841556549072,-0.005872167181223631,-0.08428339660167694,-0.08646003901958466,0.10378032177686691,-0.08677361905574799,-0.0007790308445692062,0.09174784272909164,-0.17122456431388855,0.10761508345603943,-0.037784844636917114,0.0076025910675525665,-0.023061851039528847,-0.07880497723817825,-0.06563623994588852,0.012369541451334953,0.18696877360343933,-0.2755308449268341,0.1673835813999176,0.1810302883386612,-0.013523772358894348,0.16203968226909637,0.02692374587059021,0.018150553107261658,0.004087241366505623,-0.1267494112253189,-0.2371298372745514,-0.11306829750537872,0.040177881717681885,0.01744563691318035,-0.04305528849363327,0.040168628096580505,Elon Musk
3,-0.09306976199150085,0.03850014880299568,0.09159037470817566,-0.033293336629867554,-0.222077876329422,0.002803120296448469,-0.036041371524333954,-0.1463911086320877,0.1055983155965805,-0.08932145684957504,0.27289435267448425,-0.08487089723348618,-0.2771657705307007,-0.017141545191407204,0.020219817757606506,0.0985664427280426,-0.11747799813747406,-0.07666391134262085,-0.03343258425593376,-0.11805367469787598,0.14564834535121918,0.13764896988868713,-0.008207283914089203,-0.07055941969156265,-0.10056714713573456,-0.34367674589157104,-0.10073298215866089,-0.043242357671260834,0.17116385698318481,-0.04478291794657707,0.04145122691988945,0.09288112819194794,-0.15159353613853455,-0.05547076463699341,0.06684823334217072,0.04905242472887039,-0.08605579286813736,-0.08075132966041565,0.1331268697977066,-0.025561507791280746,-0.21133270859718323,-0.06604322791099548,0.04940175265073776,0.18593013286590576,0.1101621761918068,0.042328864336013794,0.03787827491760254,-0.10369214415550232,0.031761813908815384,-0.22890672087669373,0.06989786028862,0.15954658389091492,0.07422661781311035,0.03307262063026428,0.12189899384975433,-0.18358349800109863,-0.012770533561706543,0.20618857443332672,-0.21727803349494934,0.06659939140081406,0.13108541071414948,-0.08917775005102158,-0.027682483196258545,-0.08739730715751648,0.18828532099723816,0.07983236014842987,-0.05453050136566162,-0.16548795998096466,0.20062746107578278,-0.08214130997657776,-0.12547039985656738,0.12629978358745575,-0.14730049669742584,-0.1389034539461136,-0.2846713364124298,-0.019710417836904526,0.456868439912796,0.06833560764789581,-0.13219694793224335,0.014583418145775795,-0.04032130539417267,0.0400058850646019,0.11990736424922943,-0.009967036545276642,-0.04188527166843414,-0.06379962712526321,-0.10165716707706451,0.01124028954654932,0.1520695835351944,-0.06630385667085648,-0.03582397475838661,0.23230184614658356,0.010213041678071022,0.013680697418749332,0.06185511127114296,0.06765175610780716,-0.08097953349351883,-0.0716727003455162,-0.1000370979309082,-0.1432112604379654,0.07146638631820679,-0.11092744767665863,0.03225497901439667,0.1807546615600586,-0.2073155641555786,0.20003406703472137,-0.01523456908762455,0.01816483773291111,0.012623249553143978,-0.09701433032751083,-0.007456798106431961,0.06766992807388306,0.16487322747707367,-0.2848040461540222,0.1831768900156021,0.14982949197292328,0.02353205345571041,0.17010247707366943,0.024809112772345543,0.023297835141420364,-0.045749690383672714,-0.1187359169125557,-0.22333428263664246,-0.096028171479702,0.012497514486312866,-0.0410369373857975,-0.030815409496426582,0.04896390810608864,Elon Musk
4,-0.0027292650192976,0.07524899393320084,0.10274314135313034,0.002477966481819749,-0.17444299161434174,-0.015385826118290424,-0.03560582548379898,-0.13311856985092163,0.11378418654203415,-0.0590314157307148,0.3146345019340515,-0.08563587814569473,-0.24084031581878662,-0.01896446943283081,0.032117586582899094,0.07939177006483078,-0.1452670693397522,-0.08017612248659134,-0.05798419192433357,-0.13178686797618866,0.12913334369659424,0.13296517729759216,0.07432255148887634,-0.04062269255518913,-0.10655700415372849,-0.3065439462661743,-0.04157125949859619,-0.15572062134742737,0.18140141665935516,-0.06229998916387558,-0.010272341780364513,0.05220811069011688,-0.15066927671432495,-0.06048034504055977,0.03788536787033081,0.016603263095021248,-0.08892121911048889,-0.06508580595254898,0.20183321833610535,-0.047333646565675735,-0.2505408227443695,0.005880202166736126,0.025487752631306648,0.18003427982330322,0.17957447469234467,0.008207058534026146,0.028879333287477493,-0.09519889950752258,0.0623977929353714,-0.2046375423669815,0.07908681035041809,0.18530072271823883,0.14207696914672852,0.03178359568119049,0.09154972434043884,-0.12393863499164581,-0.04141458868980408,0.17240667343139648,-0.19928833842277527,0.12195359170436859,0.1789410561323166,-0.12739624083042145,0.032166704535484314,-0.0797513797879219,0.17022059857845306,0.020274361595511436,-0.07561831176280975,-0.13318093121051788,0.12480044364929199,-0.1244785487651825,-0.16611599922180176,0.15968284010887146,-0.15196442604064941,-0.16748417913913727,-0.2881515324115753,0.0009458865970373154,0.45802736282348633,0.05643971636891365,-0.15297050774097443,0.024259770289063454,-0.03260547295212746,-0.008374636992812157,0.10312023013830185,0.08389682322740555,0.003673611208796501,-0.06551165133714676,-0.1214231476187706,0.010681753046810627,0.17278383672237396,-0.13579127192497253,-0.03409935534000397,0.24941378831863403,-0.040631189942359924,0.05926442891359329,0.018724491819739342,0.09337213635444641,-0.08387358486652374,-0.01593969762325287,-0.07416744530200958,-0.05244868993759155,0.0004475358873605728,-0.10765628516674042,-0.0022365832701325417,0.0950261652469635,-0.16364820301532745,0.13848146796226501,-0.047511324286460876,0.01276693120598793,0.005160063039511442,-0.08055491000413895,0.014646200463175774,0.009100624360144138,0.17954012751579285,-0.2697906494140625,0.20534303784370422,0.1680242270231247,0.052111878991127014,0.14718663692474365,0.02276642434298992,0.03602293133735657,-0.0034898007288575172,-0.08726731687784195,-0.24523282051086426,-0.08914021402597427,0.002882210072129965,-0.023885047063231468,-0.015440024435520172,0.05820930004119873,Elon Musk
5,0.01455786544829607,0.06801508367061615,0.08924984931945801,0.018144315108656883,-0.08457273989915848,0.019061168655753136,0.005967624485492706,-0.13693398237228394,0.12565025687217712,-0.05117162689566612,0.2219691425561905,-0.09718474745750427,-0.28099629282951355,-0.06666368991136551,0.025196991860866547,0.0615365132689476,-0.1213306114077568,-0.05819891393184662,-0.053894441574811935,-0.08764377236366272,0.14787964522838593,0.07885617017745972,0.06366176158189774,-0.060751479119062424,-0.11739661544561386,-0.2939910590648651,-0.09507904201745987,-0.08728696405887604,0.09444132447242737,-0.04119347408413887,0.023767516016960144,0.09177187085151672,-0.1181616261601448,-0.06067623198032379,-0.00010720081627368927,0.015692735090851784,-0.06902144849300385,-0.07097256928682327,0.161526158452034,-0.024995243176817894,-0.18148759007453918,-0.00010799337178468704,-0.011626439169049263,0.1656571626663208,0.13911937177181244,0.038807306438684464,0.03351441025733948,-0.11548877507448196,0.049189988523721695,-0.2622418701648712,0.062232181429862976,0.17396263778209686,0.02783774398267269,0.05327039211988449,0.11999674141407013,-0.15739333629608154,-0.0021384069696068764,0.16828380525112152,-0.16862903535366058,0.12301167100667953,0.08049704879522324,-0.13881829380989075,0.01769319921731949,-0.04805584251880646,0.11052253842353821,0.06417564302682877,-0.03875446319580078,-0.14142794907093048,0.14856526255607605,-0.09295080602169037,-0.12432055920362473,0.15211914479732513,-0.11564333736896515,-0.16278529167175293,-0.29247504472732544,0.004104975610971451,0.434135764837265,0.06693771481513977,-0.17042763531208038,-0.000323995016515255,-0.06449174135923386,0.018110178411006927,0.1493251472711563,0.05486428737640381,-0.00555325485765934,-0.09310032427310944,-0.15589381754398346,-0.008481726050376892,0.15423446893692017,-0.0990009754896164,-0.06957335025072098,0.25485050678253174,-0.013491177931427956,0.05802566185593605,0.03789336234331131,0.08760888874530792,-0.07918484508991241,0.011360986158251762,-0.10321776568889618,-0.07977371662855148,0.12307911366224289,-0.10909613966941833,-0.021737461909651756,0.12452011555433273,-0.16739487648010254,0.1616639792919159,-0.027270164340734482,-0.005136639345437288,0.034207262098789215,-0.13891412317752838,-0.01556942705065012,0.10440158098936081,0.1983279585838318,-0.2862146496772766,0.17573054134845734,0.16490979492664337,0.006738604046404362,0.14504122734069824,0.020370103418827057,0.05877488851547241,-0.030883913859725,-0.11489255726337433,-0.23917269706726074,-0.078950434923172,0.011674423702061176,0.022704750299453735,-0.06499461084604263,0.038439467549324036,Elon Musk
6,-0.06525540351867676,0.09621081501245499,0.029117213562130928,-0.0013156335335224867,-0.19394955039024353,0.011583618819713593,-0.01140625961124897,-0.13524463772773743,0.1483229398727417,-0.08391523361206055,0.22185128927230835,-0.04746566712856293,-0.2761388123035431,-0.03293191269040108,-0.016285236924886703,0.09627316147089005,-0.11782728880643845,-0.11530014872550964,-0.06629673391580582,-0.0638624057173729,0.08157720416784286,0.13605861365795135,0.033341698348522186,-0.06954212486743927,-0.047170087695121765,-0.3479698598384857,-0.08008679002523422,-0.042182862758636475,0.14407497644424438,0.02811712585389614,0.052263349294662476,0.0837877169251442,-0.14087042212486267,-0.07369518280029297,0.08062006533145905,0.029987063258886337,-0.0702461302280426,-0.03201407194137573,0.21423812210559845,-0.06777083873748779,-0.19425056874752045,-0.09460008144378662,0.03634389862418175,0.18265007436275482,0.0867612436413765,0.010682414285838604,0.05278228968381882,-0.13243433833122253,0.038748063147068024,-0.22809258103370667,0.039574846625328064,0.18593716621398926,0.07258504629135132,0.038603026419878006,0.11722239851951599,-0.13481566309928894,-0.02595917135477066,0.2143864780664444,-0.16213448345661163,0.09020374715328217,0.07051781564950943,-0.08460117876529694,-0.039755307137966156,-0.10756221413612366,0.19324572384357452,0.008381661027669907,-0.0632970854640007,-0.20175693929195404,0.18525925278663635,-0.11942052841186523,-0.11265702545642853,0.17071828246116638,-0.08081096410751343,-0.15557153522968292,-0.27161163091659546,-0.032684989273548126,0.46488508582115173,0.07272309809923172,-0.1258724480867386,0.028582757338881493,-0.06814911961555481,-0.04794696718454361,0.07978343963623047,-0.0022826860658824444,-0.04125255346298218,-0.06863503158092499,-0.13370071351528168,-0.014467339031398296,0.2099156379699707,-0.08545246720314026,-0.04246227443218231,0.2354990541934967,0.003993825055658817,0.05272824317216873,0.0302075557410717,0.097745880484581,-0.05012273043394089,-0.024762006476521492,-0.07383552193641663,-0.07808796316385269,0.12360818684101105,-0.14377395808696747,0.01824244111776352,0.13457147777080536,-0.16819503903388977,0.14434874057769775,-0.051336098462343216,0.053206685930490494,0.06315992772579193,-0.06890473514795303,-0.04334190487861633,0.007329374551773071,0.2233964055776596,-0.27261653542518616,0.19612401723861694,0.12073218822479248,-0.042762018740177155,0.1570899933576584,0.023564055562019348,0.0737801194190979,-0.040534377098083496,-0.11196120828390121,-0.2099323272705078,-0.1299549639225006,0.004317490383982658,-0.03490699082612991,-0.035204946994781494,0.053576745092868805,Elon Musk
7,-0.06338617205619812,0.08680946379899979,0.05218440666794777,-0.01826096884906292,-0.19248035550117493,0.00940043292939663,-0.005565546452999115,-0.14807388186454773,0.16845667362213135,-0.10645520687103271,0.20106440782546997,-0.024166157469153404,-0.2725820243358612,-0.05355653911828995,-0.034870848059654236,0.11057908087968826,-0.1442178636789322,-0.1316296011209488,-0.06117900088429451,-0.07882195711135864,0.0842738226056099,0.11621639132499695,0.017586862668395042,-0.07652762532234192,-0.048731472343206406,-0.3415513038635254,-0.07609647512435913,-0.05877232924103737,0.13890255987644196,0.029675554484128952,0.04123932495713234,0.0931624174118042,-0.15949280560016632,-0.07762087136507034,0.06576164066791534,0.02900584228336811,-0.07736289501190186,-0.05356438830494881,0.20821067690849304,-0.06228156387805939,-0.19959893822669983,-0.09775286912918091,0.04850442335009575,0.13650399446487427,0.12299296259880066,8.73153330758214e-05,0.05754413455724716,-0.1587899923324585,0.06705430895090103,-0.22274233400821686,0.02095789648592472,0.19291891157627106,0.07410158216953278,0.05733068659901619,0.10559425503015518,-0.15363073348999023,-0.0289977565407753,0.21396403014659882,-0.1648920327425003,0.08868905901908875,0.05217771977186203,-0.11256372928619385,-0.059938449412584305,-0.08306752145290375,0.16392989456653595,0.031344421207904816,-0.04367882013320923,-0.2187737673521042,0.22006948292255402,-0.1429315060377121,-0.11573172360658646,0.17788393795490265,-0.08469973504543304,-0.14261168241500854,-0.26924535632133484,-0.05406583100557327,0.4517056345939636,0.08127480000257492,-0.1056092157959938,0.0062547181732952595,-0.08784084022045135,-0.03835279867053032,0.07871437817811966,0.009935635142028332,-0.052997320890426636,-0.08396867662668228,-0.11222785711288452,-0.020174851641058922,0.21231408417224884,-0.06856660544872284,-0.042013589292764664,0.23149950802326202,0.003502960316836834,0.04923270270228386,0.016882922500371933,0.08552636206150055,-0.054532039910554886,-0.021826427429914474,-0.0801386833190918,-0.1154838353395462,0.12513913214206696,-0.13602344691753387,0.027066288515925407,0.15095247328281403,-0.17142583429813385,0.10728707909584045,-0.06793495267629623,0.05088996887207031,0.06734204292297363,-0.09310149401426315,-0.02927250601351261,0.012516065500676632,0.22261939942836761,-0.23893027007579803,0.2051149606704712,0.14097809791564941,-0.0549125075340271,0.1484030932188034,0.034837376326322556,0.07519962638616562,-0.05074620246887207,-0.15251021087169647,-0.21190069615840912,-0.10922648757696152,0.012859335169196129,-0.021906495094299316,-0.028733696788549423,0.02637963742017746,Elon Musk
8,-0.07607541233301163,0.05339336395263672,0.021747063845396042,-0.060013387352228165,-0.23823300004005432,0.0643826499581337,0.0019264798611402512,-0.12560616433620453,0.15481767058372498,-0.0800294354557991,0.2649604082107544,-0.04032912477850914,-0.27679696679115295,-0.07682983577251434,0.02726804092526436,0.10377997159957886,-0.16361001133918762,-0.14364519715309143,-0.057842917740345,-0.09741614758968353,0.058406878262758255,0.06189481168985367,-0.00921970047056675,-0.08331749588251114,-0.08638782799243927,-0.3814047574996948,-0.08472101390361786,-0.06883864104747772,0.14242516458034515,-0.05374433845281601,0.09269899129867554,0.07330344617366791,-0.17479553818702698,-0.07952933013439178,0.083811916410923,0.030897052958607674,-0.05329197645187378,-0.0719970092177391,0.17208287119865417,-0.05603831261396408,-0.19973509013652802,-0.09841824322938919,0.04214226081967354,0.18670351803302765,0.10187888890504837,0.05243457481265068,0.04990410804748535,-0.07883553206920624,0.04765540361404419,-0.23954205214977264,0.10698451846837997,0.1600172370672226,0.05831249803304672,0.020043060183525085,0.09719845652580261,-0.19931156933307648,-0.020233143121004105,0.17984473705291748,-0.17620041966438293,0.06605031341314316,0.07585690915584564,-0.06753123551607132,-0.04474643990397453,-0.05634699761867523,0.211905837059021,0.046143244951963425,-0.06829075515270233,-0.22460125386714935,0.15252427756786346,-0.08985411375761032,-0.1001117080450058,0.11961055546998978,-0.16136136651039124,-0.16027449071407318,-0.31360042095184326,0.023988274857401848,0.5132260918617249,0.05472923815250397,-0.15170784294605255,-0.010865525342524052,-0.062069352716207504,4.591792821884155e-05,0.11252172291278839,0.0326133631169796,-0.013657978735864162,-0.08335115760564804,-0.11748292297124863,-0.004219220019876957,0.18784815073013306,-0.08786486834287643,-0.1127324178814888,0.20287378132343292,-0.03215758875012398,0.011036309413611889,0.02594676986336708,0.08735255897045135,-0.03752053529024124,-0.014266129583120346,-0.06365254521369934,-0.11124537885189056,0.13601984083652496,-0.07777991890907288,-0.006180234719067812,0.1705005168914795,-0.19145019352436066,0.13913312554359436,-0.035272564738988876,0.0256502628326416,0.013643751852214336,-0.09813986718654633,-0.05505786091089249,0.002813775558024645,0.1993662714958191,-0.31049561500549316,0.22618485987186432,0.20195654034614563,-0.00878632627427578,0.18462781608104706,0.04553331807255745,0.017306895926594734,0.024155359715223312,-0.07880569249391556,-0.18613922595977783,-0.11006458848714828,-0.008986975066363811,-0.005571102257817984,-0.025130178779363632,0.03018883615732193,Elon Musk
9,-0.02677411027252674,0.09976735711097717,0.044624440371990204,0.009775923565030098,-0.17415449023246765,-0.018635138869285583,-0.05816386267542839,-0.2420833557844162,0.1506374627351761,-0.127635195851326,0.2426411658525467,-0.10357124358415604,-0.23539337515830994,0.004517583176493645,0.010343546979129314,0.07193779945373535,-0.16753192245960236,-0.14097458124160767,-0.008174991235136986,-0.0735347643494606,0.09864542633295059,0.07097700983285904,0.04800991714000702,0.009065806865692139,-0.13743560016155243,-0.3209770917892456,-0.1324390172958374,-0.1356651932001114,0.12201296538114548,-0.04024304449558258,0.015589035116136074,0.0412868969142437,-0.1671222299337387,-0.07335981726646423,0.038982849568128586,0.029738590121269226,-0.09175534546375275,-0.04526529461145401,0.20670968294143677,-0.04777206480503082,-0.21435613930225372,-0.029565906152129173,0.017159804701805115,0.18424032628536224,0.10388731956481934,0.024579796940088272,0.032498713582754135,-0.11459619551897049,0.08575228601694107,-0.1942192167043686,0.10491076111793518,0.1618243157863617,0.12483902275562286,0.021068129688501358,0.15298983454704285,-0.17808157205581665,-0.044329043477773666,0.19403544068336487,-0.14254170656204224,0.12582674622535706,0.12083077430725098,-0.05187821388244629,0.039724670350551605,-0.04261332377791405,0.17647811770439148,0.048658598214387894,-0.03912975639104843,-0.11816003173589706,0.18517939746379852,-0.08139445632696152,-0.10860010981559753,0.15460991859436035,-0.12278654426336288,-0.18422062695026398,-0.27681002020835876,-0.035749249160289764,0.48509344458580017,0.030774466693401337,-0.1529521942138672,-0.01687600463628769,-0.03472083806991577,-0.018713587895035744,0.10562413930892944,0.02393534407019615,-0.010988784953951836,-0.08206179738044739,-0.14332085847854614,0.01824411377310753,0.17979732155799866,-0.09676828980445862,-0.03377188369631767,0.22497236728668213,-0.04974152147769928,0.052816614508628845,0.043485548347234726,0.09459993243217468,-0.12446915358304977,-0.018442848697304726,-0.0987204983830452,-0.07604250311851501,0.04992711544036865,-0.04659999907016754,-0.04869156330823898,0.15425924956798553,-0.16166643798351288,0.11666705459356308,-0.01677575148642063,-0.02002074010670185,-0.02937456965446472,-0.03909033536911011,-0.06313561648130417,0.0020679794251918793,0.1882246434688568,-0.2920893132686615,0.16457530856132507,0.11986817419528961,-0.05907544121146202,0.14369523525238037,-0.023764783516526222,0.01182754710316658,-0.022587472572922707,-0.10448747128248215,-0.2551514506340027,-0.10325378179550171,0.03134651482105255,-0.014096720144152641,-0.06463441252708435,0.02650250494480133,Elon Musk
